"","STORE","LONG","LAT","ZIP.CODE","CITY","ALLAN","BLISS","BREATHSAVERS","BROOKSIDE","BUBBLE.YUM","CADBURY","CANE.STK","CANISTER","GOOD.N.PLENTY","HEATH","HERSHEY.ARTISAN","HERSHEY.CHOC.ASST","HERSHEY.CHOC.REM","HERSHEY.GUM.REM","HERSHEY.NCHOC.REM","HERSHEY.SUGAREE.BFY","ICE.BREAKERS","JOLLY.RANCHER","KISSES","KIT.KAT","LANCASTER","LORENA","ALMOND.JOY","PAYDAY","PELON","POT.OF.GOLD","REESE","ROLO","SL.HARD.ROLL","SNACK.BITES","TAKE5","TOTAL"
"255","Circle K",-80.2266334,40.5989159,15003,"Pittsburgh",0,0,455,0,0,881,0,0,0,149,0,786,0,0,0,0,548,298,37,2179,0,0,515,304,0,0,8504,189,79,60,734,15718
"256","Dollar General",-80.2273717,40.5870706,15003,"Pittsburgh",0,0,80,56,240,293,0,0,255,339,0,488,739,0,368,0,494,1011,1041,2506,100,0,852,581,0,0,9038,274,28,0,364,19147
"257","Giant Eagle Market",-80.2365457,40.6578618,15005,"Pittsburgh",0,431,416,410,0,1784,0,0,408,443,0,215,2782,0,221,546,2065,870,6088,4483,624,0,1565,353,0,0,18478,1084,0,0,501,43767
"258","Dollar General",-80.2358519,40.6539404,15005,"Pittsburgh",0,0,44,27,123,163,0,0,0,117,0,53,289,0,111,0,196,253,643,941,36,0,338,235,0,0,3059,162,0,0,30,6820
"259","Rite Aid",-80.3205044,40.6880737,15009,"Pittsburgh",0,98,172,859,40,2020,0,0,208,221,0,341,1755,0,137,8,2925,640,2385,1696,158,0,837,579,0,635,7909,297,0,0,93,24013
"260","Dollar General",-80.4002034,40.703281,15009,"Pittsburgh",0,0,287,120,152,213,0,0,326,573,0,306,754,0,256,0,1115,650,1611,2012,93,0,681,408,0,0,6690,298,1,0,164,16710
"261","Dollar General",-80.3212184,40.688181,15009,"Pittsburgh",0,0,226,105,98,378,0,0,360,321,0,429,978,0,290,0,454,696,1509,2734,103,0,716,506,0,0,7381,314,0,0,214,17812
"262","Giant Eagle Market",-80.3783122,40.77617,15010,"Pittsburgh",0,655,458,1205,0,3294,0,0,683,1114,22,378,4286,0,390,941,4912,1887,12050,9662,886,0,2793,816,0,138,36570,2237,0,0,1207,86584
"263","Rite Aid",-80.3202697,40.7563069,15010,"Pittsburgh",0,195,157,523,38,1180,0,0,124,174,0,383,1330,0,113,26,875,516,1690,1455,144,0,479,311,0,798,5486,221,36,0,168,16422
"264","Walgreens",-80.3812506,40.775901,15010,"Pittsburgh",0,68,218,600,0,1355,35,0,245,156,0,363,1343,0,237,252,1766,378,2081,1572,164,0,586,414,0,83,6462,384,0,49,134,18945
"265","Dollar General",-80.372895,40.7743688,15010,"Pittsburgh",0,0,130,108,99,169,0,0,0,203,0,49,676,0,172,0,437,513,768,1225,57,0,635,302,0,0,4017,152,0,0,317,10029
"266","Dollar General",-80.2865196,40.7906945,15010,"Pittsburgh",0,0,144,135,166,258,0,0,336,405,0,322,638,0,214,0,765,474,1070,1906,70,0,429,461,0,0,5568,276,5,0,259,13901
"267","Dollar General",-80.3337492,40.788226,15010,"Pittsburgh",0,0,174,311,176,196,0,0,283,272,0,270,647,0,208,0,666,588,1127,1586,49,0,554,446,0,0,5802,301,15,0,235,13906
"268","Dollar General",-80.319794,40.759201,15010,"Pittsburgh",0,0,58,86,103,153,0,0,145,403,0,259,653,0,294,0,654,801,938,1667,40,0,604,434,0,0,5656,199,37,0,343,13527
"269","Family Dollar",-80.3189731,40.7568029,15010,"Pittsburgh",0,0,24,151,43,72,0,0,93,111,0,104,183,0,60,0,312,1134,617,1242,97,0,428,355,0,0,3742,123,0,0,18,8909
"270","Big Kmart",-80.3789317,40.7780704,15010,"Pittsburgh",0,145,665,329,66,1025,60,0,188,252,0,289,2163,0,257,326,1689,1075,3478,2226,227,0,612,445,0,1181,10676,438,0,0,0,27812
"271","Circle K",-80.3346563,40.7487957,15010,"Pittsburgh",0,0,246,0,0,682,0,0,0,411,0,947,0,0,0,0,1379,663,66,2559,0,0,579,649,0,0,10955,138,72,42,1611,20999
"272","Rite Aid",-79.8435726,40.1365123,15012,"Pittsburgh",0,40,94,302,27,897,0,0,113,52,0,248,561,0,19,9,964,193,728,819,102,0,321,179,0,733,3111,124,13,0,119,9768
"273","Giant Eagle Market",-79.8394756,40.1381565,15012,"Pittsburgh",0,367,320,587,0,2609,0,0,366,851,0,244,3231,0,172,473,3321,1251,6743,5771,534,0,2600,418,0,27,20815,1358,0,0,1051,53109
"274","Big Kmart",-79.8411252,40.1361487,15012,"Pittsburgh",0,60,720,561,199,2089,120,0,329,422,0,437,4300,0,820,475,3104,2135,8825,4337,311,0,1060,871,0,729,20740,1377,0,0,0,54021
"275","Dollar General",-79.8060005,40.1791961,15012,"Pittsburgh",0,0,118,113,269,201,0,0,393,286,0,392,1053,0,369,0,801,885,1663,2141,163,0,732,415,0,0,6379,272,3,0,252,16900
"276","Dollar General",-79.8413158,40.1350938,15012,"Pittsburgh",0,0,68,75,55,135,0,0,109,143,0,156,501,0,182,0,365,322,671,862,39,0,270,155,0,0,3230,116,8,0,120,7582
"277","Giant Eagle Market",-80.110119,40.3671632,15017,"Pittsburgh",0,1099,1034,1144,0,4206,0,0,856,1571,0,726,5171,0,603,1170,2867,2468,16156,10609,905,0,4096,1077,0,351,31311,2653,0,0,1672,91745
"278","Giant Eagle Market",-80.1185257,40.3409545,15017,"Pittsburgh",0,625,542,1192,0,3848,0,0,907,1132,14,638,3602,0,566,1062,5350,3300,12564,11795,729,0,4724,770,0,0,35827,2468,0,0,1486,93141
"279","Rite Aid",-80.1132481,40.3558224,15017,"Pittsburgh",0,348,238,1798,243,3976,0,0,644,543,0,1006,3331,0,310,255,5866,1808,4928,4616,247,0,1049,755,0,1240,13934,710,27,0,247,48119
"280","Big Kmart",-80.110119,40.3671632,15017,"Pittsburgh",0,145,588,766,218,2021,238,0,536,425,0,717,5070,0,578,536,2228,2215,6636,4848,242,0,969,740,0,1530,17233,1355,0,0,0,49834
"281","Family Dollar",-80.3929984,40.380293,15021,"Pittsburgh",0,0,436,161,131,1223,0,0,361,424,0,466,1041,0,533,0,3106,1361,1956,2889,227,0,847,901,0,0,7263,391,2,0,257,23976
"282","Rite Aid",-80.3920661,40.3786039,15021,"Pittsburgh",0,60,62,609,76,1514,0,0,112,169,0,271,1543,0,141,81,1375,727,2008,1404,185,0,404,319,0,967,5748,268,24,0,56,18123
"283","Rite Aid",-79.8970501,40.1384185,15022,"Pittsburgh",0,198,211,515,111,1558,0,0,285,202,0,491,1320,0,171,150,1719,720,2197,2242,147,0,809,506,0,813,9883,353,0,0,209,24810
"284","Dollar General",-79.8986011,40.1385939,15022,"Pittsburgh",0,0,60,64,128,260,0,0,260,226,0,335,709,0,115,0,313,993,1867,2331,87,0,776,292,0,0,9142,266,16,0,313,18553
"285","Rite Aid",-79.8037557,40.5406063,15024,"Pittsburgh",0,166,195,615,140,2184,0,0,231,252,0,443,1853,0,130,11,1315,400,2651,2198,206,0,960,529,0,1113,8374,358,11,0,203,24538
"286","Family Dollar",-79.8832547,40.2940352,15025,"Pittsburgh",0,0,54,77,94,216,0,0,149,199,0,204,115,0,55,0,564,1470,642,2107,60,0,602,407,0,0,4310,69,26,0,90,11510
"287","Dollar General",-79.8893711,40.2923056,15025,"Pittsburgh",0,0,106,135,1133,183,0,0,334,229,0,487,886,0,306,0,500,1056,1379,3087,85,0,774,687,0,0,8820,240,0,0,601,21028
"288","Rite Aid",-79.8879742,40.2936544,15025,"Pittsburgh",0,37,87,378,108,1101,0,0,168,125,0,375,713,0,60,0,881,473,796,1429,60,0,317,310,0,461,5241,131,21,0,110,13382
"289","Rite Aid",-80.2384997,40.6598904,15027,"Pittsburgh",0,132,84,227,25,1209,0,0,121,162,0,216,970,0,67,1,1012,292,1510,933,94,0,426,154,0,729,4452,142,14,0,75,13047
"290","Dollar General",-79.8564987,40.174334,15033,"Pittsburgh",0,0,36,59,100,209,0,0,202,213,0,331,839,0,261,0,348,782,1453,2043,76,0,719,312,0,0,7468,211,11,0,180,15853
"291","Dollar General",-79.8965319,40.354058,15034,"Pittsburgh",0,0,53,75,90,105,0,0,0,166,0,40,465,0,56,0,338,330,970,1128,56,0,513,265,0,0,3636,137,0,0,187,8610
"292","Big Kmart",-79.8969541,40.3542587,15034,"Pittsburgh",0,166,1235,597,256,2866,169,0,425,720,0,760,3795,0,577,622,3819,2018,7777,6081,316,0,1178,875,0,2122,20576,1908,0,0,0,58858
"293","Rite Aid",-79.8127522,40.3803914,15035,"Pittsburgh",0,164,45,507,47,1254,0,0,186,227,0,450,957,0,85,6,835,446,1452,1730,216,0,505,365,0,637,5765,280,20,0,204,16383
"294","Giant Eagle Market",-79.8755298,40.2799552,15037,"Pittsburgh",0,859,913,1126,0,2680,0,0,651,1325,0,433,4458,0,523,825,393,2047,14902,8246,694,0,3231,779,0,72,28096,2327,0,0,488,75068
"295","Rite Aid",-79.8855564,40.2725491,15037,"Pittsburgh",0,167,194,774,72,2693,0,0,298,224,0,538,2489,0,254,175,1550,1121,2984,2180,229,0,273,230,0,1751,10345,478,93,4,78,29194
"296","Dollar General",-79.8851424,40.2738893,15037,"Pittsburgh",0,0,148,100,175,277,0,0,0,277,0,173,1058,0,325,0,664,630,1385,2163,85,0,820,337,0,0,7349,288,0,0,329,16583
"297","Giant Eagle Market",-79.941762,40.636471,15044,"Pittsburgh",0,987,1240,2748,0,7313,0,0,1124,2691,0,918,4899,0,682,2480,8759,2878,22344,14840,1550,0,5535,775,0,98,43391,4401,0,0,2720,132373
"298","Rite Aid",-79.9425858,40.6262985,15044,"Pittsburgh",0,139,219,451,45,1764,0,0,196,203,0,282,1361,0,77,60,1764,596,1739,1651,199,0,657,357,0,1330,5135,330,47,4,120,18726
"299","Target Store",-79.9418423,40.6418282,15044,"Pittsburgh",0,151,2158,9472,1281,10962,362,0,671,909,0,785,15057,0,1211,155,17996,5207,22128,14188,920,0,1262,426,0,597,40543,3138,0,114,1072,150765
"300","Dollar General",-79.8912432,40.3349015,15045,"Pittsburgh",0,0,58,48,66,114,0,0,391,122,0,131,531,0,260,0,481,809,1140,2103,81,0,767,206,0,0,6448,170,8,0,231,14165
"301","Rite Aid",-79.8919746,40.320661,15045,"Pittsburgh",0,65,82,402,25,1963,0,0,285,253,0,678,1409,0,72,152,1558,824,1968,2687,197,0,1156,390,0,1125,10797,265,60,8,165,26586
"302","Family Dollar",-79.892765,40.324646,15045,"Pittsburgh",0,0,12,0,1,37,0,0,27,26,0,22,10,0,0,0,111,94,26,125,0,0,9,6,0,0,338,10,0,0,8,862
"303","Giant Eagle Market",-80.205346,40.5615321,15056,"Pittsburgh",0,684,935,1425,0,4708,0,0,539,1218,0,161,8070,0,278,768,6235,2693,10301,10134,468,0,2700,537,0,0,32864,2338,0,0,973,88029
"304","Dollar General",-80.2369314,40.3668019,15057,"Pittsburgh",0,0,288,64,326,185,0,0,214,226,0,388,878,0,255,0,387,439,1310,1661,134,0,750,436,0,0,5959,166,0,0,258,14324
"305","Family Dollar",-80.2354588,40.3664731,15057,"Pittsburgh",0,0,66,108,28,178,0,0,75,40,0,109,302,0,60,0,493,497,549,973,130,0,298,215,0,0,2425,84,0,0,13,6643
"306","Giant Eagle Market",-80.2360825,40.3671903,15057,"Pittsburgh",0,375,434,711,0,2923,0,0,407,1111,0,544,3682,0,311,496,1987,1610,7672,4470,793,0,2577,536,0,33,18597,1419,0,0,1368,52056
"307","Rite Aid",-80.4515247,40.6363595,15059,"Pittsburgh",0,53,56,536,35,842,0,0,95,167,0,374,796,0,42,7,1079,255,899,1163,40,0,319,316,0,424,4499,180,15,0,152,12344
"308","Family Dollar",-80.4522986,40.6373307,15059,"Pittsburgh",0,0,114,201,77,382,0,0,371,309,0,263,469,0,80,0,1159,1431,1831,3075,154,0,888,570,0,0,7624,282,44,0,105,19429
"309","Family Dollar",-80.2764042,40.6890426,15061,"Pittsburgh",0,0,100,153,42,128,0,0,78,108,0,276,155,0,60,2,721,649,845,1491,151,0,518,411,0,6,3973,121,15,0,62,10065
"310","Target Store",-80.3128936,40.6810543,15061,"Pittsburgh",0,0,1990,6154,1011,9548,305,0,942,690,0,1068,12028,0,1088,127,15019,3871,18273,11426,815,0,1499,503,0,589,38913,1959,0,89,644,128551
"311","Rite Aid",-79.875334,40.1597692,15062,"Pittsburgh",0,136,185,442,18,1135,0,0,106,73,0,264,629,0,111,120,1072,599,1107,1120,122,0,465,235,0,770,4564,227,25,4,93,13622
"312","Family Dollar",-79.8822946,40.1611873,15062,"Pittsburgh",0,0,62,154,67,183,0,0,196,147,0,237,370,0,315,0,729,1075,979,2271,138,0,573,349,0,0,4947,188,1,0,0,12981
"313","Dollar General",-79.8851633,40.1618883,15062,"Pittsburgh",0,0,48,30,82,184,0,0,90,80,0,172,421,0,158,0,160,481,589,1161,47,0,513,289,0,0,4385,94,0,0,171,9155
"314","Family Dollar",-79.9383027,40.206099,15063,"Pittsburgh",0,0,188,165,21,310,0,0,297,99,0,218,645,0,408,0,1251,577,1241,1687,212,0,508,346,0,0,3940,173,11,0,30,12327
"315","Dollar General",-79.9383866,40.2068784,15063,"Pittsburgh",0,0,96,75,178,314,0,0,322,404,0,514,745,0,179,0,673,701,1821,2271,72,0,760,357,0,0,7109,239,1,0,226,17057
"316","Rite Aid",-79.928092,40.2035271,15063,"Pittsburgh",0,149,193,502,49,2387,0,0,256,223,0,526,1882,0,175,6,2839,626,2421,2208,189,0,918,785,0,1458,10285,370,0,0,115,28562
"317","Giant Eagle Market",-79.916756,40.1723405,15063,"Pittsburgh",0,364,655,598,0,2800,0,0,320,747,0,124,3566,0,506,1517,4358,1245,10414,7053,532,0,1841,446,0,33,21742,1524,0,0,642,61027
"318","Rite Aid",-79.7293109,40.6210453,15065,"Pittsburgh",0,52,98,197,61,1687,0,0,122,119,0,248,1492,0,160,40,1107,525,1952,1885,187,0,378,233,0,1184,6598,294,17,0,185,18821
"319","Dollar General",-79.7246068,40.6231207,15065,"Pittsburgh",0,0,58,112,216,281,0,0,277,140,0,345,567,0,286,0,524,471,1376,1854,60,0,603,255,0,0,5174,232,9,0,228,13068
"320","Family Dollar",-80.3085582,40.7316226,15066,"Pittsburgh",0,0,300,294,92,788,0,0,435,261,0,415,711,0,348,0,2327,1990,2160,3624,245,0,919,515,0,0,9341,428,18,0,156,25367
"321","Rite Aid",-80.313587,40.7349618,15066,"Pittsburgh",0,49,65,385,61,1135,0,0,142,116,0,316,993,0,84,90,1505,512,1826,1299,130,0,422,325,0,485,6512,253,21,0,151,16877
"322","Rite Aid",-79.7545689,40.5641824,15068,"Pittsburgh",0,168,102,460,48,1506,0,0,214,154,0,400,1129,0,77,3,1212,537,1830,1779,99,0,693,342,0,917,6660,263,34,0,181,18808
"323","Dollar General",-79.7682076,40.5629523,15068,"Pittsburgh",0,0,92,53,167,116,0,0,80,171,0,229,227,0,120,0,400,329,722,899,45,0,308,163,0,0,3662,105,8,0,107,8003
"324","Family Dollar",-79.767699,40.564304,15068,"Pittsburgh",0,0,54,97,46,537,0,0,179,162,0,353,450,0,298,0,821,1568,1165,2016,86,0,542,321,0,0,4666,177,0,0,44,13582
"325","Rite Aid",-79.7018802,40.5842998,15068,"Pittsburgh",0,248,48,621,37,1887,0,0,148,113,0,358,1117,0,115,16,1773,385,2125,1459,146,0,514,350,0,1197,5785,321,10,0,162,18935
"326","Family Dollar",-79.7614296,40.557562,15068,"Pittsburgh",0,0,8,47,48,198,0,0,92,1,0,154,168,0,230,0,184,820,597,1668,69,0,447,242,0,0,3418,117,1,0,0,8509
"327","Walgreens",-79.7560277,40.5519421,15068,"Pittsburgh",0,28,213,314,0,1649,0,0,190,192,0,409,952,0,149,193,1489,594,2038,2145,95,0,542,433,0,76,6745,233,0,23,197,18899
"328","Dollar General",-79.7073908,40.5852407,15068,"Pittsburgh",0,0,120,67,224,330,0,0,0,229,0,69,726,0,194,0,481,481,1058,1969,52,0,945,331,0,0,5351,278,0,0,64,12969
"329","Walgreens",-79.747417,40.5879154,15068,"Pittsburgh",0,141,305,838,0,2133,45,0,541,328,0,1020,1674,0,369,235,2229,835,3118,2767,236,0,783,378,0,166,9528,400,0,68,342,28479
"330","Circle K",-80.2406233,40.4411414,15071,"Pittsburgh",0,0,141,123,0,810,0,0,66,319,0,923,0,0,0,0,1769,725,37,2475,49,0,579,596,0,0,14607,292,50,40,699,24300
"331","Giant Eagle Market",-80.2881537,40.7016932,15074,"Pittsburgh",0,900,1195,1937,0,5414,0,0,1263,1895,42,516,6677,0,744,1659,6741,3071,17902,11741,1638,0,4414,1692,0,399,52714,2894,0,0,2017,127465
"332","Rite Aid",-80.2867359,40.7028609,15074,"Pittsburgh",0,49,28,320,23,829,0,0,175,89,0,265,727,0,30,3,475,278,844,860,100,0,405,243,0,550,3762,88,14,0,77,10234
"333","Dollar General",-80.2863018,40.7015749,15074,"Pittsburgh",0,0,104,42,168,175,0,0,99,165,0,318,856,0,168,0,386,597,1245,2163,72,0,879,413,0,0,7138,145,0,0,168,15301
"334","Walgreens",-80.2850286,40.7001589,15074,"Pittsburgh",0,41,401,422,0,1257,50,0,176,241,0,506,805,0,388,439,1512,492,2270,2063,107,0,587,352,0,74,8056,283,0,68,215,20805
"335","Family Dollar",-79.8326126,40.6172714,15076,"Pittsburgh",0,0,149,208,71,643,0,0,330,327,0,410,881,0,263,0,1529,1211,1390,2650,211,0,645,387,0,0,5983,261,0,0,65,17614
"336","Giant Eagle Market",-79.7457275,40.6034147,15084,"Pittsburgh",0,896,1229,2262,0,8014,0,0,1577,2500,121,1113,10154,0,1049,2226,11217,5105,24078,18314,1590,0,6761,1800,0,375,62583,4434,0,0,3058,170456
"337","Big Kmart",-79.7451227,40.6025042,15084,"Pittsburgh",0,206,751,900,506,3321,245,0,314,583,0,622,5708,0,1078,418,4349,2775,11752,6405,278,0,1585,1203,0,1445,28056,2115,0,0,0,74615
"338","Rite Aid",-79.7523502,40.602448,15084,"Pittsburgh",0,27,91,251,106,927,0,0,68,88,0,506,616,0,45,0,389,224,766,1197,32,0,568,360,0,373,4932,103,16,0,123,11808
"339","Giant Eagle Market",-79.7636766,40.2187487,15089,"Pittsburgh",0,306,271,4,0,960,0,0,482,587,0,674,2065,0,63,518,1569,845,5721,4234,760,0,2599,175,0,379,20778,593,0,0,439,44022
"340","Rite Aid",-79.7705605,40.2120405,15089,"Pittsburgh",0,138,126,509,30,1730,0,0,82,150,0,370,1543,0,110,99,1727,463,1850,1506,83,0,619,251,0,958,6370,232,26,0,73,19045
"341","Dollar General",-79.7667602,40.2128135,15089,"Pittsburgh",0,0,110,89,122,228,0,0,0,125,0,182,1026,0,240,0,596,773,1502,1971,74,0,1029,342,0,0,6957,173,0,0,262,15801
"342","Walgreens",-80.0431094,40.5862304,15090,"Pittsburgh",0,171,277,1004,0,1772,32,0,410,308,0,617,1468,0,549,484,3254,869,2905,2334,199,0,668,580,0,73,7877,567,0,23,199,26640
"343","Rite Aid",-80.0527521,40.6117866,15090,"Pittsburgh",0,219,108,528,54,1379,0,0,324,125,0,329,1498,0,141,23,1538,562,1611,1007,75,0,375,169,0,479,3472,179,18,0,142,14355
"344","Rite Aid",-80.0911179,40.6173292,15090,"Pittsburgh",0,194,349,1195,115,3382,0,0,663,309,0,692,1941,0,308,236,6823,1439,3981,3297,231,0,984,465,0,1056,10352,622,23,0,193,38850
"345","Rite Aid",-79.9994328,40.5673753,15101,"Pittsburgh",0,179,167,1048,40,2699,0,0,391,240,0,361,2489,0,243,195,2301,874,3845,2408,225,0,486,562,0,1274,7766,556,25,3,141,28518
"346","Dollar General",-79.9721783,40.5549666,15101,"Pittsburgh",0,0,123,71,129,209,0,0,312,500,0,238,522,0,140,0,510,606,1538,1531,65,0,695,524,0,0,5081,218,0,0,309,13321
"347","Rite Aid",-79.9467179,40.6026608,15101,"Pittsburgh",0,113,110,1175,28,1524,0,0,197,130,0,237,1400,0,113,5,1117,374,1578,1253,153,0,412,172,0,525,4344,255,15,0,87,15317
"348","Dollar General",-80.0269693,40.3420411,15102,"Pittsburgh",0,0,112,86,71,191,0,0,145,270,0,261,682,0,256,0,475,432,925,1700,62,0,913,234,0,0,4863,172,0,0,233,12083
"349","Rite Aid",-80.0266726,40.3380156,15102,"Pittsburgh",0,117,61,473,16,1614,0,0,183,134,0,233,1572,0,75,66,1198,471,1669,1141,120,0,292,225,0,1583,3836,263,17,0,66,15425
"350","Rite Aid",-80.022328,40.3328593,15102,"Pittsburgh",0,137,123,766,59,1880,0,0,288,172,0,425,2046,0,255,28,2638,526,2794,1916,104,0,396,570,0,1033,5384,285,17,0,133,21975
"351","Walgreens",-80.027898,40.345738,15102,"Pittsburgh",0,133,258,571,0,1553,43,0,160,262,0,741,1027,0,285,213,2450,725,2318,1897,163,0,474,355,0,147,6334,394,0,70,250,20823
"352","Giant Eagle Market",-80.0245754,40.3388304,15102,"Pittsburgh",0,862,646,1734,0,6927,0,0,955,1395,24,535,7365,0,420,1553,7138,3552,18865,14132,991,0,3209,825,0,299,46571,3827,0,0,1783,123608
"353","Family Dollar",-79.8686511,40.4037479,15104,"Pittsburgh",0,0,121,46,57,228,0,0,118,253,0,267,158,0,200,0,1179,2885,471,2777,150,0,740,348,0,0,5473,105,0,0,125,15701
"354","Rite Aid",-80.0933414,40.3875633,15106,"Pittsburgh",0,141,79,680,8,1487,0,0,87,80,0,223,975,0,60,76,1101,328,1492,1003,114,0,247,253,0,1084,3920,278,15,3,123,13857
"355","Family Dollar",-80.085945,40.4083818,15106,"Pittsburgh",0,0,49,316,76,444,0,0,251,203,0,415,702,0,251,0,686,1232,1374,2556,197,0,744,469,0,0,5702,399,0,0,61,16127
"356","Walgreens",-80.0914187,40.3882058,15106,"Pittsburgh",0,187,344,808,0,1845,0,0,386,185,0,536,1820,0,363,395,3004,981,2662,2462,173,0,556,321,0,50,7691,458,0,56,284,25567
"357","Dollar General",-80.1656881,40.5177668,15108,"Pittsburgh",0,0,100,157,237,241,0,0,0,157,0,58,974,0,279,0,372,1204,1727,2800,146,0,953,369,0,0,8097,240,0,0,71,18182
"358","Target Store",-80.1835707,40.4463073,15108,"Pittsburgh",0,0,3102,10144,1635,14897,697,0,851,1208,0,1141,18307,0,1962,194,22642,6358,27375,17041,1092,0,1798,798,0,1211,57031,4756,51,50,1185,195526
"359","AAFES Coraopolis Shoppette",-80.2201281,40.5009265,15108,"Pittsburgh",0,0,9,487,0,38,0,0,0,0,0,31,0,0,0,0,553,74,398,375,0,0,94,62,0,0,999,13,0,0,34,3167
"360","Rite Aid",-80.1615516,40.5168402,15108,"Pittsburgh",0,230,397,1342,68,2502,0,0,539,185,0,505,2246,0,163,300,1916,1551,3047,2735,307,0,686,560,0,1064,10205,313,61,18,270,31210
"361","Rite Aid",-80.2197775,40.5212671,15108,"Pittsburgh",0,83,63,417,36,902,0,0,94,121,0,137,747,0,44,13,1545,203,1174,1062,29,0,345,237,0,484,3380,100,11,0,154,11381
"362","Giant Eagle Market",-80.2197775,40.5212671,15108,"Pittsburgh",0,1181,932,2995,0,6031,0,0,1267,1969,77,1113,10790,0,1300,1710,9778,4233,20535,18066,1237,0,4045,1277,0,48,50750,4003,0,0,2058,145395
"363","Walgreens",-80.2211971,40.5177293,15108,"Pittsburgh",0,216,358,1028,0,2574,65,0,357,307,0,838,2307,0,432,520,4643,1240,3909,3196,238,0,715,533,0,96,10419,670,0,96,334,35091
"364","Big Kmart",-80.2190898,40.5168309,15108,"Pittsburgh",0,29,518,943,321,3589,483,0,966,629,0,1021,6615,0,1021,721,3182,3411,7260,6525,343,0,1508,1069,0,615,21390,1360,0,0,0,63519
"365","Dollar General",-79.8647627,40.3835481,15110,"Pittsburgh",0,0,58,26,197,126,0,0,209,158,0,309,626,0,166,0,427,841,994,1824,62,0,414,302,0,0,4679,225,6,0,190,11839
"366","Family Dollar",-79.8466579,40.3743609,15110,"Pittsburgh",0,0,58,75,25,185,0,0,85,86,0,128,130,0,108,0,525,1077,520,1352,44,0,604,292,0,0,3444,53,35,0,60,8886
"367","Dollar General",-79.8400466,40.4165956,15112,"Pittsburgh",0,0,235,131,153,365,0,0,336,436,0,379,946,0,130,0,992,830,1511,2654,131,0,842,401,0,0,6845,245,28,0,265,17855
"368","Walgreens",-79.9634094,40.538723,15116,"Pittsburgh",0,142,189,455,0,1428,43,0,269,238,0,543,1160,0,340,250,1788,508,2163,1634,140,0,488,332,0,69,6119,388,0,28,167,18881
"369","Giant Eagle Market",-79.9651634,40.5376611,15116,"Pittsburgh",0,1538,1741,2623,0,8185,0,0,1918,2717,95,942,13335,0,1088,2234,10538,4011,28578,20348,1638,0,4989,1166,0,543,71453,5054,0,0,2984,187718
"370","Rite Aid",-79.9618879,40.5257827,15116,"Pittsburgh",0,147,106,709,49,2244,0,0,214,166,0,247,1899,0,268,14,2112,509,3061,2231,168,0,542,385,0,1111,7163,294,19,0,206,23864
"371","Giant Eagle Market",-79.910258,40.4124846,15120,"Pittsburgh",0,1151,1241,1849,0,6672,0,0,1337,1527,107,1389,9117,0,1260,2878,8231,4373,15098,16386,1148,0,3919,1333,0,357,47975,3119,0,0,2090,132557
"372","Target Store",-79.9099354,40.4104033,15120,"Pittsburgh",0,0,2026,9683,1783,10689,262,0,839,831,0,1083,15245,0,1473,443,17520,5470,22736,17282,915,0,1720,429,0,967,42958,2951,42,94,1006,158447
"373","Family Dollar",-79.9030816,40.4102403,15120,"Pittsburgh",0,0,236,177,86,636,0,0,236,151,0,530,493,0,235,0,1830,1703,1338,2855,273,0,769,391,0,0,6096,330,2,0,252,18619
"374","Rite Aid",-79.9026024,40.4096296,15120,"Pittsburgh",0,50,66,295,47,1017,0,0,90,115,0,361,627,0,94,59,694,504,1050,1097,56,0,466,216,0,821,4221,177,62,9,179,12373
"375","Walgreens",-79.9132232,40.4055986,15120,"Pittsburgh",0,79,215,605,0,1553,0,0,400,200,0,645,1189,0,399,359,1297,1042,1940,2698,136,0,737,499,0,97,8145,238,0,57,471,23001
"376","Dollar General",-79.9085885,40.4085615,15120,"Pittsburgh",0,0,56,27,104,96,0,0,108,92,0,211,447,0,136,0,253,1090,708,1957,48,0,603,474,0,0,5201,107,0,0,383,12101
"377","Family Dollar",-79.8778976,40.382918,15122,"Pittsburgh",0,0,0,180,250,318,0,0,207,0,0,167,227,0,210,0,190,737,974,1699,71,0,477,232,0,0,3430,60,0,0,0,9429
"378","Rite Aid",-79.876643,40.3820876,15122,"Pittsburgh",0,285,164,948,74,2830,0,0,325,326,0,914,2554,0,210,119,2186,1082,4080,3248,181,0,1075,548,0,2090,12186,483,75,0,323,36306
"379","Giant Eagle Market",-79.8683777,40.3843999,15122,"Pittsburgh",0,733,1146,887,0,4471,0,0,852,1281,0,722,5046,0,509,656,4793,3340,14094,12587,1351,0,3268,804,0,423,39098,2218,0,0,1622,99901
"380","Family Dollar",-79.9207085,40.3466325,15122,"Pittsburgh",0,0,45,55,16,124,0,0,199,127,0,202,170,0,60,0,478,1022,684,1630,89,0,405,263,0,0,2760,93,0,0,33,8455
"381","Dollar General",-79.8627459,40.3626166,15122,"Pittsburgh",0,0,134,60,143,164,0,0,393,499,0,429,845,0,244,0,949,888,1260,3269,122,0,727,375,0,0,9069,195,8,0,300,20073
"382","Rite Aid",-80.239229,40.4426382,15126,"Pittsburgh",0,206,254,855,69,2180,0,0,414,296,0,550,1415,0,142,115,3901,1069,2346,2456,182,0,987,449,0,1208,9145,428,21,4,147,28839
"383","Dollar General",-80.2361798,40.4430727,15126,"Pittsburgh",0,0,118,62,159,173,0,0,188,198,0,402,874,0,231,0,444,534,1315,1705,94,0,631,338,0,0,5877,192,0,0,376,13911
